Name, Target, Anger, Disgust, Fear, Joy, Sadness, Analytical, Confident, Tentative, Openness, Conscientiousness, Extraversion, Agreeableness, Emotional Range
74_10.txt, pos, 0.490196, 0.023401, 0.064087, 0.972334, 0.083277, 0.24, 0.195, 0.0, 0.227, 0.256, 0.835, 0.72, 0.703
75_10.txt, pos, 0.381214, 0.092136, 0.070577, 0.290217, 0.165679, 0.0, 0.0, 0.537, 0.556, 0.288, 0.545, 0.446, 0.645
76_8.txt, pos, 0.538067, 0.233591, 0.262141, 0.048876, 0.045305, 0.54, 0.0, 0.754, 0.663, 0.479, 0.695, 0.466, 0.517
77_10.txt, pos, 0.182669, 0.051308, 0.031658, 0.961995, 0.087339, 0.341, 0.0, 0.583, 0.497, 0.358, 0.855, 0.605, 0.526
78_8.txt, pos, 0.068581, 0.87275, 0.753341, 0.029775, 0.039209, 0.503, 0.0, 0.15, 0.909, 0.475, 0.469, 0.235, 0.431
79_8.txt, pos, 0.057509, 0.464026, 0.667221, 0.149121, 0.03875, 0.293, 0.0, 0.441, 0.821, 0.833, 0.291, 0.407, 0.137
7_9.txt, pos, 0.398207, 0.019799, 0.728314, 0.46799, 0.038535, 0.0, 0.828, 0.0, 0.212, 0.219, 0.739, 0.736, 0.724
80_7.txt, pos, 0.2948, 0.541678, 0.774385, 0.028441, 0.01657, 0.044, 0.769, 0.0, 0.541, 0.26, 0.707, 0.449, 0.529
81_9.txt, pos, 0.028122, 0.503939, 0.986837, 0.039737, 0.017887, 0.571, 0.014, 0.0, 0.691, 0.644, 0.532, 0.385, 0.227
82_10.txt, pos, 0.205908, 0.657976, 0.905061, 0.022656, 0.060954, 0.475, 0.526, 0.0, 0.607, 0.476, 0.399, 0.535, 0.601
83_10.txt, pos, 0.143067, 0.154916, 0.471765, 0.084905, 0.37701, 0.862, 0.943, 0.0, 0.145, 0.35, 0.824, 0.85, 0.886
84_10.txt, pos, 0.519829, 0.559905, 0.122757, 0.069843, 0.091645, 0.098, 0.952, 0.0, 0.343, 0.038, 0.794, 0.726, 0.91
85_10.txt, pos, 0.591661, 0.232687, 0.095306, 0.255652, 0.080821, 0.354, 0.0, 0.958, 0.041, 0.095, 0.806, 0.902, 0.954
86_10.txt, pos, 0.302402, 0.592003, 0.346627, 0.025695, 0.394531, 0.909, 0.938, 0.0, 0.407, 0.027, 0.872, 0.456, 0.942
87_10.txt, pos, 0.386964, 0.201373, 0.182632, 0.042622, 0.210275, 0.454, 0.0, 0.3, 0.041, 0.052, 0.906, 0.924, 0.942
88_10.txt, pos, 0.41031, 0.368711, 0.487622, 0.037232, 0.163846, 0.784, 0.68, 0.0, 0.979, 0.374, 0.618, 0.242, 0.435
89_10.txt, pos, 0.259992, 0.119948, 0.030234, 0.793134, 0.04098, 0.129, 0.185, 0.0, 0.524, 0.792, 0.721, 0.739, 0.302
8_9.txt, pos, 0.554858, 0.310829, 0.438824, 0.030219, 0.428572, 0.067, 0.0, 0.633, 0.562, 0.286, 0.261, 0.489, 0.754
90_9.txt, pos, 0.638364, 0.418862, 0.06757, 0.08579, 0.047299, 0.0, 0.304, 0.0, 0.358, 0.51, 0.883, 0.817, 0.436
91_10.txt, pos, 0.167893, 0.661532, 0.252087, 0.175543, 0.157284, 0.0, 0.301, 0.0, 0.693, 0.807, 0.32, 0.834, 0.656
92_8.txt, pos, 0.578788, 0.33914, 0.030513, 0.053837, 0.085284, 0.592, 0.214, 0.0, 0.423, 0.508, 0.816, 0.746, 0.476
93_9.txt, pos, 0.166353, 0.447354, 0.173712, 0.182965, 0.152007, 0.324, 0.0, 0.0, 0.761, 0.518, 0.829, 0.605, 0.445
94_10.txt, pos, 0.574571, 0.364507, 0.158319, 0.071907, 0.094683, 0.0, 0.0, 0.898, 0.316, 0.057, 0.811, 0.597, 0.691
95_10.txt, pos, 0.200826, 0.085394, 0.138022, 0.479982, 0.357389, 0.285, 0.0, 0.746, 0.485, 0.154, 0.3, 0.315, 0.86
96_10.txt, pos, 0.354477, 0.095448, 0.034179, 0.612156, 0.202206, 0.005, 0.0, 0.678, 0.219, 0.139, 0.846, 0.797, 0.62
97_7.txt, pos, 0.525648, 0.047294, 0.030757, 0.291439, 0.249062, 0.474, 0.0, 0.8, 0.209, 0.098, 0.809, 0.785, 0.799
98_9.txt, pos, 0.206998, 0.285233, 0.226077, 0.149893, 0.132362, 0.862, 0.0, 0.631, 0.38, 0.031, 0.889, 0.413, 0.8
99_10.txt, pos, 0.084474, 0.083387, 0.104456, 0.367501, 0.055105, 0.0, 0.495, 0.0, 0.71, 0.216, 0.387, 0.32, 0.795
9_7.txt, pos, 0.292726, 0.502127, 0.18108, 0.033517, 0.057525, 0.349, 0.183, 0.0, 0.399, 0.242, 0.624, 0.586, 0.81
